============================================================
llms-full.txt - DevUI Pencil Design System
============================================================

# 1. METADATA | 元数据

PROJECT_NAME: DevUI Design System (华为云 DevUI 设计系统)
SOURCE_FORMAT: Pencil .pen (version 2.x)
SOURCE_PATH: designsystem/devUI/components/devUI.pen
SYNC_TARGET: Angular (ng-devui) / Vue (vue-devui) / React
LAYOUT_ENGINE: Pencil Auto Layout (Flex-compatible)
DESIGN_PHILOSOPHY: 沉浸 (Immersive) · 灵活 (Flexible) · 至简 (Simplistic)
REFERENCE_DOC: https://devui.design/design-cn/start
THEME_MODES: Light (浅色模式) / Dark (深色模式)
REUSABLE_COMPONENTS: 0 (本文件为设计规范展示文档，组件以命名约定呈现)

============================================================

# 2. GLOBAL DESIGN TOKENS | 全局设计令牌

============================================================

## 2.1 Colors - Light Mode | 浅色模式颜色

### 2.1.1 Primary Colors | 主要颜色
| Token Name | Hex | Usage |
  STATES: 默认 / 悬浮 / 焦点 / 输入 / 禁用 / 完成 [200×28]

  ### 搜索框 - 综合搜索
  - 输入类/搜索/综合搜索/默认 (id: hFQo7) [300×28]
  - 输入类/搜索/综合搜索/搜索框悬浮 (id: 0I8B1) [300×28]
  - 输入类/搜索/综合搜索/选项下拉 (id: VWQEr) [300×28]

---
## COMPONENT: 13 选择类
PEN_PATH: designsystem/devUI/components/devUI.pen
NODE_ID: kRwQQ
NODE_NAME: 13选择类
DIMENSIONS: 1919 × 5818

SUB_NODES:
  ### 下拉框 (Select/Dropdown)
  | Variant | Node ID | Size |
  |---------|---------|------|
  | 选择类/下拉框/默认 | PghtN | 200×28 |
  | 选择类/下拉框/悬浮 | hvqCg | 200×28 |
  | 选择类/下拉框/展开 | DwCH6 | 200×190 |
  | 选择类/下拉框/下拉无选项 | 8qjl3 | 200×70 |
  | 选择类/下拉框/禁用 | 2BaDw | 200×28 |
  | 选择类/下拉框/下拉选项过长 | 6B0Mj | 300×190 |
  | 选择类/下拉框/可删除已选样式 | zaXrY | 200×28 |
  | 选择类/下拉框/展开可删除已选样式 | x7j5K | 200×95 |
  | 选择类/下拉框/展开带最近选择 | D71yO | 177×190 |
  | 选择类/下拉框/展开带搜索 | rjcNC | 200×260 |

  ### 无框下拉 (Borderless Dropdown)
  | Variant | Node ID | Size |
  |---------|---------|------|
  | 选择类/无框下拉/默认 | t3YzH | 82×28 |
  | 选择类/无框下拉/展开 | 0yNKJ | 82×28 |
  | 选择类/无框下拉/带icon | rbd2J | 106×28 |

  ### 下拉复选框 (Multi-select Dropdown)
  | Variant | Node ID | Size |
  |---------|---------|------|
  | 选择类/下拉复选框/默认 | WnGYs | 232×28 |
  | 选择类/下拉复选框/悬浮 | AHZPT | 232×28 |
  | 选择类/下拉复选框/基础 | HuWpd | 232×190 |
  | 选择类/下拉复选框/多个标签折行 | zNOci | 232×214 |
  | 选择类/下拉复选框/超过两行 | Eat3T | 240×214 |
  | 选择类/下拉复选框/标签悬浮 | yWvyy | 232×190 |
  | 选择类/下拉复选框/选项禁用 | q64nH | 232×190 |
  | 选择类/下拉复选框/单个禁用 | F7Qns | 232×28 |
  | 选择类/下拉复选框/整体禁用 | BjFqb | 232×28 |

  ### 单选控制器 (Radio)
  SIZE: 16×16
  STATES: 默认未选中 / 悬浮未选中 / 禁用未选中 / 错误未选中 / 默认和悬浮选中 / 禁用选中

  ### 单选块 (Radio Block)
  - 大尺寸/固定宽度组合 (id: Mh1tx) [508×28]
  - 大尺寸/固定宽度折行 (id: 5AC3T) [508×60]
  - 大尺寸/不固定宽度 (id: Gy2pj) [405×28]
  - 小尺寸/固定宽度 (id: a2Ocj) [508×20]
  - 小尺寸/不固定宽度 (id: 9f8YC) [405×20]
  - 大尺寸/无边框 (id: DgHEP) [397×28]
  - 小尺寸/无边框 (id: U3umX) [397×20]

  ### 多块选择 (Checkbox Block)
  - 多块/不定宽度/组合 (id: h4Onv) [624×64]
  - 多块/固定宽度/组合 (id: tV4zz) [468×28]

  ### 树选择
  - 选择类/树/多选/下拉展开 (id: cD7uQ) [232×376]
  - 选择类/树/单选展开 (id: 0LE1m) [232×376]

  ### 双向选择 (Transfer)
  - 选择类/树/双向选择/默认可选 (id: r0PKa) [340×398]
  - 选择类/树/双向选择/已选项空 (id: inbOR) [340×398]
  - 选择类/树/双向选择/已选后可选项 (id: BOLYL) [340×398]
  - 选择类/树/双向选择/已选后已选项 (id: dXkLh) [340×398]

---
## COMPONENT: 14 表单
PEN_PATH: designsystem/devUI/components/devUI.pen
NODE_ID: 63JX0
NODE_NAME: 14表单
DIMENSIONS: 1920 × 3440

SUB_NODES:
  ### 表单元素
  | Variant | Node ID | Size |
  |---------|---------|------|
  | 表单/选择 | nkTEu | 200×50 |
  | 表单/输入 | 5FAv5 | 200×50 |
  | 表单/标签 | X1hNe | 200×50 |
  | 表单/错误 | DRXVB | 200×76 |
  | 表单/多行内容 | Liy7p | 200×122 |
  | 表单/单选 | 4iDw9 | 134×50 |

  ### 字段编辑 - 单项编辑
  STATES: 默认 / 悬浮
  - 编组 2 (id: l3W4z) [500×360] 默认态
  - 编组 7 (id: 7GNV1) [500×360] 悬浮态

  ### 字段编辑 - 行内编辑
  - 编组 3 (id: 7VZym) [501×360]

  ### 字段编辑 - 弹窗编辑
  - 编组 2备份 (id: dqtY7) [500×360]

  ### 多项编辑 - 弹窗编辑
  - 创建监控站点 表单 (id: y3x1G) [1082×666]

  ### 及时生效编辑
  STATES: 默认 / 激活 / 悬浮
  - 默认: 可输入项 + 下拉选择 (id: PhQaK) [500×120]
  - 激活: 输入框/下拉展开 (id: vXK4V) [500×120]

---
## COMPONENT: 15 日期
PEN_PATH: designsystem/devUI/components/devUI.pen
NODE_ID: G5qzq
NODE_NAME: 15日期
DIMENSIONS: 1920 × 600

SUB_NODES:
  | Variant | Node ID | Size |
  |---------|---------|------|
  | 日期/年月选择 | 1jd9d | 122×220 |
  | 日期/日期选择 | 6OSkG | 252×272 |
  | 日期/日期区间选择 | eyCnn | 520×272 |

---
## COMPONENT: 16 弹窗
PEN_PATH: designsystem/devUI/components/devUI.pen
NODE_ID: CjvtK
NODE_NAME: 16弹窗
DIMENSIONS: 1920 × 2060

SUB_NODES:
  | Variant | Node ID | Size |
  |---------|---------|------|
  | 弹窗/popup/960 | 7lIky | 960×344 |
  | 弹窗/popup/800 | kBLwP | 800×344 |
  | 弹窗/popup/600 | KXQVF | 600×224 |
  | 弹窗/popup/400 | RecdT | 400×224 |
  | 弹窗/popup/带图标 | SRlFB | 400×164 |
  | 弹窗/popup/不带操作 | bItth | 400×212 |

---
## COMPONENT: 17 折叠面板
PEN_PATH: designsystem/devUI/components/devUI.pen
NODE_ID: lgUcd
NODE_NAME: 17折叠面板
DIMENSIONS: 1920 × 2060

SUB_NODES:
  ### 有图标 (收起展开图标放右)
  STATES: 信息 / 通知 / 成功 / 错误 / 告警

  | Variant | Node ID | Size |
  |---------|---------|------|
  | 折叠面板/有图标/错误备份 (信息) | BBNX3 | 1480×127 |
  | 折叠面板/有图标/错误备份 2 (通知) | P7kYz | 1480×127 |
  | 折叠面板/有图标/错误备份 3 (成功) | 4xS0g | 1480×127 |
  | 折叠面板/有图标/错误 (错误) | 1TfnU | 1480×127 |
  | 折叠面板/有图标/错误备份 4 (告警) | eVPsy | 1480×127 |

  ### 无图标 (收起展开图标放左)
  STATES: 信息 / 通知 / 成功 / 错误 / 告警

  | Variant | Node ID | Size |
  |---------|---------|------|
  | 折叠面板/无图标/信息 | uY10g | 1480×127 |
  | 折叠面板/无图标/信息备份 (通知) | FSWWQ | 1480×127 |
  | 折叠面板/无图标/信息备份 2 (成功) | XgD1b | 1480×127 |
  | 折叠面板/无图标/信息备份 3 (错误) | QU2qN | 1480×127 |
  | 折叠面板/无图标/信息备份 4 (告警) | 5gYkG | 1480×127 |

---
## COMPONENT: 18 上传
PEN_PATH: designsystem/devUI/components/devUI.pen
NODE_ID: xYV2b
NODE_NAME: 18上传
DIMENSIONS: 1920 × 1435

SUB_NODES:
  - 上传按钮: 默认状态按钮上传交互
  - 图片上传: 图片文件上传区域
  - 拖拽上传: 拖拽文件上传区域

---
## COMPONENT: 19 色卡/标签
PEN_PATH: designsystem/devUI/components/devUI.pen
NODE_ID: t2Jqi
NODE_NAME: 19色卡，标签
DIMENSIONS: 1920 × 3133

---
## COMPONENT: 20 图表
PEN_PATH: designsystem/devUI/components/devUI.pen
NODE_ID: d1f7k
NODE_NAME: 20图表
DIMENSIONS: 1920 × 13165

---
## COMPONENT: 21 表格
PEN_PATH: designsystem/devUI/components/devUI.pen
NODE_ID: aoq8B
NODE_NAME: 21表格
DIMENSIONS: 2200 × 4669

---
## COMPONENT: 22 新手指引
PEN_PATH: designsystem/devUI/components/devUI.pen
NODE_ID: hmY2f
NODE_NAME: 22新手指引
DIMENSIONS: 2200 × 5416

SUB_NODES:
  - 01.常用于流程指引-适用新手用户
  - 02.4大类常用流程

============================================================

# 4. TRANSFORMATION RULES | 转换规则

============================================================

## 4.1 Layout Translation | 布局转换
| Pencil Property | CSS/Code Strategy | Notes |
|-----------------|-------------------|-------|
| layout: "horizontal" | display: flex; flex-direction: row | 水平排列 |
| layout: "vertical" | display: flex; flex-direction: column | 垂直排列 |
| layout: "none" | position: relative/absolute | 自由定位 |
| gap | gap (flex-gap) | 子元素间距 |
| padding | padding | 内边距 |
| clip: true | overflow: hidden | 裁切溢出 |

## 4.2 Property Mapping | 属性映射
| Pencil Property | CSS Property | Token Strategy |
|-----------------|-------------|----------------|
| fill (hex) | background-color | 反查 Design Token 名 |
| fill (image) | background-image | url() |
| cornerRadius | border-radius | radius-default: 4px |
| stroke.fill | border-color | 对应 Token |
| stroke.thickness | border-width | px |
| stroke.align: "inside" | box-sizing: border-box | 内描边 |
| effect.type: "shadow" | box-shadow | x y blur spread color |
| opacity | opacity | 0-1 |
| fontFamily | font-family | 按字体族映射 |
| fontSize | font-size | px |
| fontWeight | font-weight | normal/bold |
| lineHeight | line-height | 倍数或 px |

## 4.3 Component Instance Mapping | 组件实例映射
| Pencil Property | Code Strategy | Notes |
|-----------------|---------------|-------|
| reusable: true | 组件定义 (Component) | 视为可复用组件 |
| type: "ref" | 组件实例 (<Component />) | 引用组件 |
| enabled: false | 条件渲染 (v-if/ng-if) | 隐藏节点=可配置项 |

## 4.4 State Mapping | 状态映射

### Button States
| Design State (CN) | CSS Pseudo / Prop | Framework Prop |
|-------------------|-------------------|----------------|
| 默认 | :default | default |
| 悬浮 | :hover | - |
| 按下 | :active | - |
| 焦点 | :focus / :focus-visible | - |
| 禁用 | :disabled / [disabled] | disabled=true |

### Size Variants
| Design Size | Height | Framework Prop |
|-------------|--------|----------------|
| L | 32px | size="lg" |
| M | 28px | size="md" |
| S | 24px | size="sm" |

## 4.5 Naming Convention Mapping | 命名映射
| .pen Name Pattern | Framework Prop |
|-------------------|----------------|
| 按钮/主/L/默认 | <d-button type="primary" size="lg"> |
| 按钮/主/M/悬浮 | <d-button type="primary" size="md"> :hover |
| 提示类/全局通知/成功 | <d-alert type="success"> |
| 提示类/通知/错误 | <d-notification type="error"> |
| 选择类/下拉框/展开 | <d-select> :open |
| 输入类/文本框/单行文本框/焦点 | <d-input> :focus |
| 弹窗/popup/960 | <d-modal width="960"> |
| 折叠面板/有图标/错误 | <d-accordion icon status="error"> |

============================================================

# 5. FORBIDDEN PATTERNS | 禁用模式

============================================================

1. NO hardcoded absolute x/y positioning when parent uses Auto Layout
   禁止在自动布局容器中使用绝对定位
2. NO raw hex values in code — always reference Design Tokens
   禁止在代码中使用裸色值，必须引用设计令牌
3. NO direct manipulation of Node IDs — use semantic component names
   禁止直接操作节点 ID，使用语义化组件名称
4. NO inconsistent shadow values — always use defined shadow tokens
   禁止使用未定义的阴影值
5. NO font sizes outside the defined scale (12/14/16/20/24/36)
   禁止使用未定义的字号
6. NO spacing values outside the 4px grid system
   禁止使用非 4px 倍数的间距值
7. NO mixing light/dark mode tokens in the same theme context
   禁止在同一主题上下文中混用浅色/深色模式令牌

============================================================

# 6. THEME SWITCHING GUIDE | 主题切换指南

============================================================

DevUI supports Light/Dark mode. Key token mappings:

| Light Token | Light Value | Dark Token | Dark Value |
|-------------|-------------|------------|------------|
| brand-primary | #5E7CE0 | dark-brand-primary | #5E7DE0 |
| text-primary | #252B3A | dark-text-primary | #F5F5F5 |
| text-secondary | #575D6C | dark-text-secondary | #C1C1C1 |
| bg-page | #EEF0F5 | dark-bg-page | #121212 |
| bg-hover | #F2F5FC | dark-bg-hover | #3F3F3F |
| divider | #DFE1E6 | dark-divider | #4A4A4A |
| border-default | #ADB0B8 | dark-border | #C1C1C1 |
| success | #3DCCA6 | dark-success | #50D4AB |
| warning | #FA9841 | dark-warning | #FA9841 |
| danger | #F66F6A | dark-danger | #F66F6A |

============================================================

End of llms-full.txt - DevUI Pencil Design System
============================================================
